date,GDPC96,PCECC96,PCDGCC96_Q,PCESVC96_Q,PCNDGC96_Q,GPDIC96,FPIC96_Q,NRIPDC96_Q,PNFIC96_Q,PRFIC96_Q,CBIC96_GDP,GCEC96,FGCEC96_Q,GRECPT,SLCEC96_Q,EXPGSC96,IMPGSC96,DPIC96,OUTNFB,OUTBS,INDPRO,IPFINAL,IPCONGD,IPMAT,IPDMAT,IPNMAT,IPDCONGD,IP.B51110.S,IPNCONGD,IP.B52000.S,TCU,PAYEMS,USPRIV,MANEMP,SRVPRD,USGOOD,DMANEMP,NDMANEMP,USCONS,USEHS,USFIRE,USINFO,USPBS,USLAH,USSERV,USMINE,USTPU,USGOVT,USTRADE,USWTRADE,CES9091000001,CES9092000001,CES9093000001,CE160V,LNS11300000,LNS14000000,URATE_ST,URATE_LT,LNS14000012,LNS14000025,LNS14000026,LNS1300839,LNS13008756,UEMP15T26,LNS13008636,LNS13023621,LNS13023557,LNS13023705,LNS13023569,LNS12032194,HOABS,HOANBS,AWHMAN,AWHNONAG,AWOTMAN,A0M046,A0M057,A0M059,A0M007,A0M008,A1M092,A0M027,NAPMSDI,NAPMII,NAPMNOI,A0M070
1971.75,-0.00577499,0.007346948,0.028979931,0.005653752,0.000409109,-0.037819742,0.015361504,0.019556506,0.007649452,0.032212254,-0.005588837,-0.012657861,-0.030545947,0.002946534,0.004551483,-0.102761045,-0.084654232,0.00249694,-0.006601735,-0.006727729,0.014545729,0.012396882,0.015659252,0.01374554,0.039410413,0.015034161,0.012639226,-0.014990483,0.016983845,0.008217678,-1.962930187,0.000169907,-0.000183888,0.000523645,-0.000474486,0.001857096,0.00068831,0.000295594,0.017024348,-0.002375924,0.001502405,-0.002950955,-0.001475989,-0.000864181,-0.002285172,-0.050535127,-0.000971435,0.001643099,-0.000472596,0.003526627,-0.005530323,0.001571149,0.004215632,0.004044046,0.109582044,-0.114802408,-0.056289711,0.021894512,-0.208584285,-0.013621772,-0.009341288,-0.007636311,-0.006140845,-0.006450802,0.036946816,-0.039183683,-0.017853355,0.038689638,0.023664252,0.010267368,0.006597896,0.00654671,-0.302004766,0.208373459,0.059792751,-11.32365651,0.014658836,0.021754351,0.015143273,0.01969015,-0.007034522,0.012702833,-3.31544907,-6.425499124,4.063373515,-0.006441114
1972,0.009112977,0.004016556,0.0098932,0.006782253,-0.003067964,0.053326673,0.031222841,0.022893567,0.018808238,0.057656083,-0.002705036,-0.001090306,0.002802754,0.047698569,-0.005229199,0.08764005,0.121947448,-0.004507728,0.016806979,0.013923319,0.03322669,0.020448914,0.018188473,0.047356171,0.053661305,0.027824692,0.027215394,-0.011402625,0.014474814,0.023802246,0.829137321,0.00544329,0.005674405,0.010160695,0.003503709,0.010140126,0.014430314,0.003854522,0.002943601,-0.001751139,-0.000718723,0.006807451,0.000559237,0.005189731,-0.001448891,0.054691525,0.006504129,0.004304671,0.014785501,0.007385587,-0.004207318,0.003179387,0.007706651,0.00726009,-0.057398629,-0.181445378,-0.296417079,0.037851565,0.425175735,-0.213847124,-0.375915651,-0.023191133,-0.077554023,-0.091986795,0.059763132,-0.083966789,0.019676444,0.001617017,-0.012130116,-0.039286508,0.009754708,0.007991566,-0.002376071,0.074840748,0.193050732,-6.907357134,0.012773998,-0.001715771,0.045752069,0.037282921,0.001506672,0.030289823,-0.022784201,1.680897375,9.125669825,-0.005337633
1972.25,0.014243085,0.009812387,0.012078117,0.002233623,0.020326265,0.04479642,0.006584452,0.008180541,0.00367263,0.013228828,0.002731448,0.000216759,0.009840147,0.005329789,-0.009633152,-0.044796689,-0.050632652,0.001114963,0.018095001,0.019983309,0.01061615,0.006760157,0.003296588,0.013900024,0.023638339,0.006370671,0.010934202,0.023670564,-0.00034336,0.01182216,1.85399438,0.004884973,0.005863362,0.011258833,0.002759577,0.010025085,0.014343301,0.00665372,0.007292353,0.005003275,0.002162816,0.006711917,0.005390428,0.002464971,0.005195826,-0.004116249,0.002834012,0.000404793,0.001903076,0.004861012,-0.007126631,0.003094406,0.001976451,0.003179031,0.042295026,-0.081407958,-0.08165689,-0.034842767,-1.507718227,-0.147388068,0.190852732,-0.012888603,0.024970062,-0.116098347,-0.046776441,-0.026408082,-0.075673501,0.019224753,0.087024509,0.018967346,0.001407109,0.003020048,0.197122288,0.00796929,0.292969587,-4.157438446,0.012564921,0.019593483,0.013910899,0.011002882,-0.005440179,0.025749664,1.303645794,2.854494272,8.021235378,0.000277351
1972.5,0.000544345,0.006223127,0.012718585,0.003578902,0.007357953,0.003682206,0.000830205,0.009424101,0.002056752,-0.001137949,0.003231434,-0.025905027,-0.052983135,-0.003060378,-1.17E-05,0.043370293,0.00614766,0.010016369,0.001795507,0.001039178,0.004351305,0.00642038,0.007726992,0.000115883,0.006124321,-0.005516508,0.019266478,0.036102524,0.002154502,0.003296831,2.244971658,0.001955695,0.001608721,0.0047506,0.001012703,0.004377876,0.007301056,0.000908468,0.00122763,-0.000617664,-3.04E-05,0.002901928,9.31E-05,0.000669048,-0.000256112,0.015349247,0.000249336,0.003412113,0.00067184,-0.001457537,-0.008657812,-0.00011315,0.008837733,0.002070603,0.00866292,-0.148022588,0.047116607,-0.082365719,0.192734692,-0.180910971,0.024298737,0.020209076,-0.025006322,0.064650888,-0.124209441,-0.002403941,-0.013513885,0.039851566,-0.134400286,0.01861941,0.00414454,0.001491179,0.229819307,0.007758679,0.026215655,-0.073926483,0.012000983,0.009125174,0.030304444,0.024408751,0.013619469,0.07394174,8.430497564,4.228624001,10.4167039,0.001718628
1972.75,0.007860672,0.014117305,0.038924233,0.007881035,0.012389687,-0.004132913,0.032474098,0.05955435,0.034360212,0.029196122,-0.001791305,0.001874511,-0.002657289,0.01118891,0.005747381,0.026263069,0.029606803,0.029904631,0.009392202,0.01047977,0.026309004,0.0267176,0.0222691,0.02890059,0.044047871,0.017382808,0.045694628,0.05944673,0.010716006,0.035957355,4.502064969,0.00673045,0.007799152,0.01712687,0.003776266,0.013813337,0.023882506,0.006814544,0.000367525,0.00156657,9.40E-05,0.01024127,0.004407101,0.006365394,0.001374503,0.007843187,0.005747471,0.001845385,0.007023136,0.003792812,0.00182826,0.000677837,0.002049164,0.001740435,-0.158295292,-0.214621622,-0.252708365,-0.063987183,-0.473464723,-0.24774795,-0.375576704,-0.057900849,-0.037039046,-0.072268599,-0.110432236,-0.127613005,-0.023278268,-0.019684385,-0.023881001,-0.131596562,0.005456531,0.006274163,0.329043937,0.107541568,0.192789155,7.009821623,0.041670915,0.025041376,0.055429456,0.053847016,0.028460595,0.018987797,21.15774865,14.23660807,15.9787055,0.005661808
1973,0.015731234,0.00906009,0.049081724,0.002909435,-0.000298233,0.046597866,0.028110093,0.039589381,0.028694651,0.027315409,0.000213778,0.002327389,0.007972005,0.028971873,-0.003328094,0.055460624,0.030721512,-0.001888737,0.027919799,0.022501641,0.019928102,0.01604505,0.0076017,0.02560154,0.045745295,0.007365535,0.021064433,0.020399438,0.000728088,0.033224165,6.158599173,0.007518187,0.009474913,0.019332971,0.003431227,0.017196116,0.025759587,0.009339036,0.011261257,0.00333736,0.002198094,0.007382474,0.00504842,0.005150102,0.003966458,-0.002442246,0.00660929,-0.001405121,0.005924257,0.007759344,-0.00656773,-0.009299676,0.003053123,0.005141017,0.008087132,-0.447870921,-0.287760802,-0.110284365,-1.306310607,-0.281232248,-0.275439502,-0.02477432,-0.097650883,-0.106464812,-0.220073432,-0.128744255,-0.037102337,-0.020137017,0.013582258,-0.06359383,0.009770982,0.010865217,0.394791351,0.040651113,0.159356427,13.76043518,0.01915578,0.020449343,0.076045853,0.053521558,0.056798957,0.063068142,30.58537646,13.47843462,14.64054218,0.00625295
1973.25,0.002704953,-0.009446412,-0.02447987,-0.00130546,-0.014784001,0.031419109,-0.002759913,0.03107305,0.024189436,-0.058739964,0.005159468,-0.010674681,-0.015891741,-0.010123665,-0.006181109,0.031838858,-0.04369663,-0.001001553,0.002165863,0.004627886,-4.49E-06,-0.002633274,-0.009661689,0.001849732,0.008816109,-0.006511228,-0.019926006,-0.020856852,-0.004659284,0.010969455,5.981234971,0.003242242,0.003674582,0.00820267,0.000515469,0.009799296,0.012446375,0.001493966,0.017886742,-0.003560543,0.001342305,0.005395486,-0.001048681,-0.000329885,-0.003115321,0.006915098,0.001985908,0.001200236,0.000929632,0.002913963,-0.00379988,-0.004531846,0.004765897,0.006413603,0.274477468,-0.014436787,0.052246465,-0.065359984,0.260870933,-0.048030299,-0.175290004,0.049702248,0.015985079,-0.123085113,-0.150840128,-0.054441291,-0.000568613,0.016021766,0.020988277,0.068150523,0.007140812,0.006286939,0.393723366,0.040420942,0.025917699,13.17786553,-0.0173438,-0.026540546,-0.01228834,-0.034663759,0.058363685,0.037857019,31.44670073,11.65408906,7.602197621,0.003645679
1973.5,-0.013997841,-0.005468465,-0.021529259,-0.003143621,-0.001592666,-0.047228324,-0.01327571,-0.001791847,0.002981792,-0.049343691,-0.000124354,-0.018509719,-0.042525457,-0.011584895,0.002757509,-0.011927446,-0.04246696,-0.004580004,-0.012154089,-0.017623477,0.000590021,-0.002048676,-0.012900867,0.002417293,0.008675243,-0.011833722,-0.021023278,-0.028154216,-0.009042661,0.018156491,5.903309512,0.000152833,0.00056722,0.001277322,-0.001647213,0.004610217,0.004991261,-0.004667566,0.016938882,-0.003026908,-0.000420186,0.002212755,-0.001921645,-0.003934916,-0.002487384,0.021852668,-0.000598921,-0.001806579,-0.003041078,0.003650852,-0.008790523,-0.003573166,0.000973874,0.00134969,-0.025789972,-0.147652065,-0.083240741,-0.042660983,-0.438587006,-0.248141086,0.124872004,-0.011773414,-0.038427801,0.012207048,-0.115002546,-0.020250003,-0.038445158,-0.000208643,-0.087448538,0.055321159,0.002131603,0.002600075,0.325837082,0.00685178,-0.107525362,13.59539872,-0.008679057,-0.013622668,-0.013746501,-0.026865223,0.023307662,0.027800234,32.50838735,14.19689179,0.263680341,0.001376568
1973.75,0.000751551,-0.011909101,-0.036221484,-0.005985128,-0.010219379,0.024733353,-0.018928514,0.001971178,-0.004781176,-0.051903331,0.006251405,0.00094174,-0.00368402,0.002045051,0.004511899,0.03265567,-0.007017,0.002046189,-0.010664444,0.000586057,0.006776965,0.006045382,-0.000214832,0.009338205,0.010814595,0.014998977,-0.012003846,-0.017263037,0.005305432,0.017482317,6.391502866,0.00371197,0.003719816,0.007059028,0.003091262,0.005497045,0.00882906,0.004184723,-0.004144051,0.005112513,-0.00231062,0.00543329,0.005040025,0.002732695,0.004734315,0.024258323,0.002480733,0.003605359,0.002663636,0.003155293,0.006674083,0.000651119,0.003380658,0.005645894,0.240618557,-0.047516954,-0.117823505,0.031974095,0.295312974,-0.081565225,-0.17495276,-0.020071098,-0.016211788,-0.036379054,0.099086987,0.00149353,-0.066173488,0.084319369,-0.041268704,0.021528469,0.002314375,0.000828604,0.257797837,-0.060055991,-0.074304376,12.01300332,0.020949858,-0.019688579,0.020104469,0.006056924,0.04824527,0.058346762,37.97044544,16.14017178,7.391683731,0.006804273
1974,-0.016851245,-0.017745206,-0.036242948,-0.011202682,-0.019753248,-0.069044485,-0.030383211,-0.013173946,-0.01325385,-0.072750585,0.000564137,0.012928255,0.021437916,-0.007338019,0.004910497,-0.002561425,-0.048963055,-0.025482667,-0.015417243,-0.023166016,-0.017109607,-0.024616032,-0.033395975,-0.012518523,-0.026928087,0.012603658,-0.076394043,-0.154059815,-0.01393171,-0.009055722,4.845832286,-0.001036978,-0.001409264,-0.002516642,-0.000446894,-0.002022946,-0.004086331,-2.56E-05,-0.00367023,-2.72E-05,0.001516427,0.000447805,-0.000159569,-0.006081115,0.000293697,0.022842532,-9.70E-05,0.000585505,-0.007333346,0.008667495,0.007699241,0.00342491,-0.003076898,0.000566556,0.173702665,0.352634513,0.319122332,-0.01235399,0.095902263,0.418363521,0.258568421,0.07397549,0.077540812,0.064296471,-0.026073486,0.165963794,-0.024570008,0.002670457,0.029751046,0.021994721,-0.003673935,-0.008397558,0.089604236,-0.126969118,-0.241085558,8.097332446,-0.013082801,-0.034066465,-0.008825865,-0.010412173,0.048665583,0.009959338,35.06622505,11.45059094,0.786247286,0.005593904
1974.25,-0.005865613,-0.005445932,-0.007158374,5.32E-05,-0.012888551,-0.01421568,-0.022841864,-0.01577745,-0.013918461,-0.046712176,0.002290806,0.000758835,-0.004414094,0.003935825,0.004665609,0.03222759,0.037160256,-0.018223451,-0.009122323,-0.007289312,-0.00713736,-0.004591336,-0.002695506,-0.009001533,-0.008081646,-0.01650956,-0.009064416,0.017371487,2.01E-05,-0.007811768,4.299648816,-0.001997238,-0.002473892,-0.003465737,-0.000669546,-0.004715555,-0.000930152,-0.00758187,-0.015375824,-8.13E-05,-0.002361443,-0.002175064,-0.000968585,-0.000264578,0.000355067,0.026865836,-0.000779331,9.41E-05,-0.000278917,0.001038601,0.006128103,0.001364763,-0.002638929,-0.003469595,-0.226537615,0.052802714,0.098818707,0.026076355,0.496514541,-0.048353959,-0.007897847,-0.000365422,0.026890314,0.080667349,0.06989782,-0.041039477,0.11429323,-0.025379549,-0.021445373,-0.024752036,-0.005574582,-0.001525364,-0.34541146,-0.093887088,-0.274535528,8.181698276,-0.013091366,-0.0048203,-0.015651696,-0.002363469,0.023857081,-0.070202876,21.82907181,10.7614806,-2.452606394,0.005876061
1974.5,-0.018201625,-0.004843909,-0.006695086,-0.004759894,-0.004068208,-0.063413176,-0.026779454,-0.009126073,-0.022406109,-0.039574587,-0.002577889,-0.004359895,0.000464837,-0.003412097,-0.00897867,-0.070700082,-0.032107009,-0.007869309,-0.023230273,-0.023341836,-0.012346211,-0.004987594,-0.006772835,-0.014899381,-0.019623852,-0.018314171,-0.002546368,0.034714421,-0.008669911,-0.001792651,3.386304525,-0.004298281,-0.00587509,-0.007504252,-0.00068252,-0.012454323,-0.006936942,-0.008455988,-0.041174263,0.000425776,-0.004602649,-0.004328558,-0.001815381,-0.001352281,0.000414364,0.024507526,-0.001832018,0.002731462,-0.001027001,-0.000131307,0.005060488,0.001664659,0.002115715,-0.002076171,0.106564936,0.419654416,0.340802077,0.026683831,0.863818758,0.284948686,0.492315431,0.068273404,0.076120255,0.064300067,0.070990656,0.086617715,0.085879345,0.035038219,0.06625553,0.075243857,-0.009205695,-0.00763003,-0.247250015,0.039190581,0.092012548,1.932749975,-0.020591395,-0.002265587,-0.020669394,-0.046227621,0.004080929,0.04843343,7.725657046,7.106170751,-7.7248887,-0.002272105
1974.75,-0.012461622,-0.023680836,-0.112463537,0.000333579,-0.024222475,-0.004120812,-0.065434999,-0.05535058,-0.038734596,-0.144985746,0.003759556,-0.001238205,0.005024614,-0.045962045,-0.007056749,0.010526594,-0.024455038,-0.010014556,-0.016899534,-0.016206636,-0.048240829,-0.033696637,-0.041656382,-0.059360749,-0.060379061,-0.072321887,-0.082815101,-0.074483912,-0.024461007,-0.020052446,-0.460847923,-0.011306633,-0.015262093,-0.029836054,-0.003582414,-0.029616484,-0.031422708,-0.027301945,-0.035242667,-0.003955113,-0.007398371,-0.016106867,-0.007512767,-0.006041714,-0.004110785,0.007735361,-0.006953176,0.006148594,-0.006695558,-0.00501438,-0.001418622,0.008215291,0.007753986,-0.010543008,-0.126989015,0.953189332,0.877132032,0.067195147,1.464482826,0.91827052,0.89254152,0.117979506,0.195625493,0.208969788,0.149786832,0.255973264,0.050540696,0.032043601,0.112800365,0.123426615,-0.01859391,-0.020813662,-0.749246143,-0.261069426,-0.474774759,-10.98283397,-0.051268598,-0.058430167,-0.174946765,-0.104801963,-0.06085343,-0.233316516,-20.51069063,-3.14868198,-23.19729347,0.00654136
1975,-0.020590796,-0.000583332,0.008664336,-0.000404791,-0.004282762,-0.185790531,-0.068583361,-0.089347254,-0.070855648,-0.063598316,-0.008391749,0.005442544,-0.014023589,-0.042767727,0.021320455,-0.008246723,-0.120235782,-0.01040012,-0.03302905,-0.027458952,-0.076240374,-0.075530147,-0.069738381,-0.078197078,-0.118779705,-0.104926333,-0.141364345,-0.163130062,-0.041976819,-0.08533968,-6.241792149,-0.021513581,-0.028000324,-0.056665711,-0.008794906,-0.053237003,-0.062802402,-0.046858796,-0.052727184,-0.006397987,-0.010519839,-0.033155961,-0.014134985,-0.012948,-0.0060235,0.02431352,-0.016600498,0.006341224,-0.013713314,-0.015857546,-0.002302474,0.011817889,0.007014708,-0.019213502,-0.127199085,1.653407713,1.324097847,0.262514617,1.831839345,1.684944896,1.626114207,0.051703405,0.29369269,0.433703006,0.426650118,0.349831285,0.0973264,-0.032720125,0.011891882,0.167460432,-0.035879867,-0.036007498,-1.384734618,-0.228000565,-0.441564209,-20.23169825,-0.048524474,0.004665037,-0.139545465,-0.102550414,-0.084976787,-0.114931624,-37.07999571,-15.63643594,-19.06986454,-0.0095853
1975.25,-0.000743069,0.007668944,0.006812446,0.002777916,0.015721842,-0.040357447,-0.02161636,-0.034716929,-0.036378949,0.022286698,-0.010979085,-0.012300846,-0.009779507,-0.093102815,-0.014841867,-0.04481345,-0.097905983,0.03662713,-0.001740566,-0.000360229,-0.02074402,-0.001536547,0.019838063,-0.033001056,-0.05624614,-0.011822196,0.048493225,0.115734242,0.009088587,-0.038759097,-7.623181627,-0.011155467,-0.013877863,-0.020773109,-0.005635266,-0.025547639,-0.029528648,-0.007018407,-0.054074654,-0.004397172,-0.007192597,-0.015864366,-0.00747131,-0.005115677,-0.004299183,0.006786572,-0.009199729,0.000196342,-0.005561793,-0.009629478,-0.002026099,-0.0031913,0.001934902,-0.005174383,0.072600609,0.586976461,0.178040913,0.436313512,0.765889404,0.751638757,0.326366743,-0.071531232,-0.00186883,0.300039291,0.455462771,0.134068815,0.057475676,0.052574315,-0.015179071,-0.031319267,-0.011817338,-0.013431283,-1.287050158,0.005063718,-0.008355634,-20.48042779,-0.017879405,0.013501964,-0.02464758,0.015879291,-0.084617509,-0.06890866,-31.51561808,-19.4237953,-7.40931053,-0.025831335
1975.5,0.007990213,0.00532095,0.048182017,-0.004762593,0.00356402,0.064549758,0.014004001,-0.001402468,-0.001422788,0.058322393,-0.005781552,0.010193731,0.016010793,0.086623822,0.004934984,-0.032271563,0.065345032,-0.023350699,0.011368786,0.011304425,0.01685419,0.02137578,0.037309326,0.01470343,0.009184837,0.05467478,0.072172436,0.080260606,0.023601526,-0.007482093,-6.138337643,0.00106189,0.001954917,0.003298094,0.000703999,0.001907656,-0.0044386,0.015213158,-0.006297164,0.003667928,-0.00247276,-0.002125889,0.00225144,0.005041893,0.003904176,0.012617978,0.00186553,-0.002751945,0.005250471,0.000530735,0.002995248,-0.007856325,-0.003008681,0.004502117,-0.127590026,-0.412771111,-0.596480094,0.384849387,-0.133363781,-0.314981081,-0.540034918,-0.037320404,-0.133705388,-0.082773527,0.27745761,-0.049730373,-0.042427688,-0.033160158,0.068078522,-0.098637245,0.006555713,0.004962247,-0.722860751,0.204790407,0.324851769,-17.72888632,0.011379848,0.008389648,0.074599692,0.063551888,-0.039473478,0.024618357,-18.71757767,-19.2774546,4.084363439,-0.018891423
1975.75,0.005007825,0.001686333,0.016303241,0.004397869,-0.008618814,0.017428626,0.009660453,0.001019659,-0.000167778,0.036428431,-0.004729954,0.003684309,0.000886707,-0.00054519,0.005537591,0.039715287,0.037474463,-0.001071789,0.008974452,0.007911356,0.013492726,0.007640154,0.010738074,0.019527151,0.015913425,0.036152,0.011135773,0.002795462,0.010502514,0.00216854,-4.953912352,0.003299849,0.004474295,0.013768696,-0.000772103,0.013943773,0.008875663,0.021192487,0.015439514,-0.002433852,-0.00117313,0.002723197,-6.19E-05,0.000200861,-0.001929855,0.014579188,0.000186786,-0.001706971,0.000831114,0.002669119,0.000601232,-0.001932492,-0.002590523,-0.000683918,-0.194435822,-0.179168741,-0.294129901,0.067682795,-0.79925562,-0.18158165,-0.039757868,-0.02102389,-0.017226703,-0.153000498,0.036583455,-0.108101022,0.007032146,0.057963174,0.017841208,-0.024723255,0.010611347,0.012858843,-0.358833302,0.137846748,0.058059019,-15.64361234,0.001203072,-0.001344799,-0.024689997,0.007616366,-0.033872147,-0.055782401,-10.28588505,-7.89743642,7.577849559,-0.010875956
1976,0.013963366,0.010957782,0.036420236,0.002051595,0.013916648,0.082022667,0.029886839,-0.000859491,0.009220398,0.085070114,0.001388665,-0.003442443,-0.012565162,0.024075731,0.003568897,-0.022240004,0.046228827,0.003018484,0.022057361,0.019718355,0.022555524,0.014547094,0.015090016,0.030697031,0.048633299,0.018153788,0.028573617,0.028298217,0.009421212,0.013854095,-3.036550523,0.007727165,0.009962885,0.018377208,0.003915189,0.017654368,0.021354024,0.013864625,0.016593399,0.003168997,-0.001521368,0.010037341,0.005136075,0.00822464,0.00347353,0.010812823,0.008535603,-0.001809144,0.009416508,0.004893126,-0.006160809,-0.002625711,-0.000299233,0.008784551,0.105397801,-0.578883472,-0.634231852,-0.052519287,-0.398455612,-0.781497382,-0.339468026,-0.038137858,-0.129946342,-0.176088001,-0.031657224,-0.145022639,-0.011594522,-0.042056266,-0.009847433,0.003848025,0.0107016,0.012247384,-0.061632671,0.104233432,0.257934148,-11.89115157,0.028415124,0.019723308,0.072094928,0.043531139,-0.032399694,0.032679588,1.079463613,-1.417082394,9.137860387,-0.004898007
1976.25,-0.000823482,0.000312251,-0.007848816,-0.002922579,0.009097674,0.028741911,0.006274458,0.004968297,0.001224123,0.018853761,0.00444786,-0.015640047,-0.004947521,0.001940504,-0.024820072,-0.005274907,0.027840086,-0.00346704,0.000948761,0.000126544,0.004905834,-0.000492786,-0.000330121,0.00928504,0.025672394,0.00062078,-0.005867805,-0.01126884,0.001924924,-0.00048003,-2.552885576,0.001146148,0.002884978,0.00749026,0.000114259,0.003839132,0.012970937,-0.000914468,-0.012869066,0.001467052,-0.000330031,0.00417731,0.001954421,0.00347872,0.002112949,0.004740207,0.003366399,-0.006351969,0.003713684,0.002978838,-0.008344446,0.000608475,-0.008446592,0.00541372,0.171910016,-0.178583356,-0.012492876,-0.222236824,-0.330966024,-0.081396886,-0.339165708,0.035180337,0.026653654,-0.154528015,-0.147880294,-0.014470142,-0.040540043,0.034809946,-0.009264664,-0.032672809,-0.001443664,-0.003812686,-0.331254583,-0.096048893,-0.10885424,-10.1380562,0.006601456,0.008180038,0.024312759,0.01231431,-0.01282065,0.037807255,3.578483655,3.763613714,7.164478773,0.005939736
1976.5,-0.003262934,0.001741149,-0.001061727,0.002644512,0.001506145,-0.006582626,0.00113368,0.013290943,0.009707765,-0.021269129,0.003541991,-0.010502741,-0.006804611,0.000543893,-0.013977354,0.01334,0.025412548,-0.001279201,-0.003170706,-0.003449053,0.005311338,0.001375109,0.001247656,0.005683303,0.015389513,-0.001815519,0.00196349,-0.000277317,0.000864978,0.00191524,-2.036203824,-0.000737849,0.000180302,0.003220108,-0.001328937,0.000817192,0.006334225,-0.001617304,-0.010836698,-0.000461877,-0.000603748,0.00191307,-0.000387854,-0.000360988,-0.00023144,0.00518129,0.000356483,-0.004744073,-9.03E-05,-0.001681799,-0.004481891,0.0072132,-0.009447973,0.001584042,0.138434911,0.155062614,0.396278774,-0.099650292,-0.063457699,0.018717359,0.394480234,0.022749096,0.067434132,0.188430256,-0.073135311,-0.002625093,0.058519161,0.089959689,0.012524489,0.00765574,0.000950799,-0.000201103,-0.134359826,0.003667057,0.157695205,-10.05088406,0.003747504,-0.005671514,0.022036415,-0.000381635,-0.01228151,0.075741913,-0.52212535,2.744671558,1.491118453,0.00715381
1976.75,-0.000841008,0.004191488,0.003309631,0.004282839,0.004336355,-0.002595983,0.036299212,0.014132578,0.007201433,0.108742736,-0.001701633,-0.005145543,0.000590919,-0.005430913,-0.010345998,-0.005198411,0.01796564,-0.002646802,-0.000368523,-0.000115065,0.010179645,0.016161295,0.017169893,0.004594757,-0.00185907,0.003493687,0.033949832,0.057564399,0.009966185,0.014590137,-1.153112872,0.000427894,0.00081781,0.002368788,-0.000808831,0.003682022,0.001520377,0.003677712,0.006518848,-0.001704126,0.00348947,0.001093628,-0.000367153,-0.001379256,-0.001040835,0.023058269,-0.001019557,-0.001302604,-0.001373383,-6.05E-05,-0.00128717,0.007759947,-0.004912815,-0.000287318,-0.028358869,0.022051822,-0.022673882,0.028074217,0.237396872,0.085509646,-0.138532682,-0.014558421,0.022326927,-0.031965239,0.019640581,-0.016185177,0.006811291,-0.078503589,0.059589813,0.044288226,-0.001521452,0.00117574,-0.370942112,-0.096617997,0.024249437,-7.962864604,0.002916319,0.004282683,0.017840741,0.014978267,0.001313971,-0.015065946,-4.588990269,0.392796175,1.717811858,0.004447486
1977,0.003265045,0.002580611,0.023660425,0.002378508,-0.006766689,0.035252309,0.02385882,0.048615287,0.023898496,0.02379621,0.00037034,0.003154247,0.004011183,0.013144884,0.002070031,-0.031507571,0.031638725,-0.008880106,0.007705677,0.006780951,0.012907844,0.016352777,0.011829704,0.012045695,0.01477141,0.021493127,0.031524783,0.047320594,0.003188145,0.024873218,-0.003544236,0.004667362,0.007133803,0.011277282,0.001480039,0.013031807,0.01352461,0.007761923,0.021113936,0.001435475,0.004090631,0.007438085,0.003276598,0.004440264,0.002083063,0.018405219,0.005473692,-0.006110391,0.005146655,0.002933488,-0.00287613,-0.007848495,-0.006702191,0.003931642,0.00486241,-0.277620135,-0.216777845,-0.100941126,-0.495078974,-0.281024066,-0.171542065,0.018111221,-0.062527239,-0.115920165,-0.080347908,-0.085472419,0.001143432,0.018108808,0.00182279,-0.026906019,0.006274363,0.006421052,-0.40766104,-0.030236705,0.124142572,-3.540564741,0.020980531,0.00706089,0.024529451,0.052777894,-0.009970615,-0.009588511,2.277916582,4.708027377,3.711254791,1.28E-05
1977.25,0.011149134,-0.003269637,0.011019188,-0.005587804,-0.00619112,0.059209535,0.040731086,0.011585131,0.015390655,0.098582669,0.00273164,0.004325252,0.010645227,0.009721814,-0.001339943,0.011285765,-0.005457097,0.003834698,0.014265586,0.01519015,0.022814346,0.016798747,0.007361721,0.0254434,0.034383603,0.02140558,0.031212309,0.018882634,-0.003378794,0.033800103,1.845904343,0.007642036,0.009412371,0.01297504,0.003772251,0.017763812,0.015376752,0.009192675,0.0392182,0.002182692,0.004902116,0.008232636,0.003832442,0.005955736,0.002955641,0.025738085,0.006683817,-0.000185772,0.007182338,0.005448654,-0.000143516,0.002348143,-0.001356325,0.009474969,0.338099148,-0.37728992,-0.306644407,-0.138142769,-0.460890434,-0.447553926,-0.337884205,-0.005108866,-0.071780057,-0.112941925,-0.116476103,-0.104214743,-0.012524636,-0.023055062,0.020952005,-0.048824202,0.018474069,0.014710205,0.088823784,0.202811036,0.124041266,1.216111828,0.006752938,0.005566751,0.02334376,0.006042913,0.000351549,0.058860645,0.078604625,5.490394144,5.538109573,0.001030495
1977.5,0.009265148,0.000743378,0.002303263,0.001355449,-0.001155343,0.039345753,0.002627332,0.010983096,0.007882102,-0.008516618,0.008105896,-0.003215858,0.002350851,-0.002436281,-0.008208651,-0.007602637,-0.028692127,0.006664668,0.011639124,0.011567314,0.003606323,0.007066544,0.002557784,-0.000749093,-0.002770759,-0.000455893,0.008665816,0.002784142,-0.000350612,0.014993986,2.161959059,0.007085951,0.006924048,0.009369156,0.00645693,0.008830723,0.013051176,0.003526321,0.012784053,0.006404585,0.004234768,0.006574108,0.006176287,0.005660977,0.00660316,-0.016500567,0.006525819,0.007772987,0.005489125,0.007164662,-0.000448821,-0.004450447,0.014772162,0.003299941,-0.061981723,-0.243625402,-0.006530652,-0.145064221,-0.593372364,-0.347414353,-0.004226995,-0.036244913,0.016696655,0.074238604,-0.143902965,-0.019231342,-0.050191083,-0.043297598,-0.027246341,0.019966781,0.004073463,0.006472333,0.018517296,-0.06414215,-0.009389577,5.307258678,0.003324657,-0.002527429,0.01457023,0.006262254,0.012078723,0.01053516,1.846399176,1.073237697,2.831650297,0.004442376
